"ErrorDescription";"Product2Id";"OrderId";"PricebookEntryId";"Quantity";"UnitPrice";"lineItemKey__c"
"No record found in object 'Orders' for lookup by column 'Items' = '22788349627058'.";"01t4T000000ypZHQAY";"";"";"1";"15.15";"22788349627058"
"No record found in object 'Orders' for lookup by column 'Items' = '04838775876866'.";"01t4T000000ypZ4QAI";"";"";"1";"10.14";"04838775876866"
"No record found in object 'Orders' for lookup by column 'Items' = '39676073216690'.";"01t4T000000ypZRQAY";"";"";"1";"15.15";"39676073216690"
"No record found in object 'Orders' for lookup by column 'Items' = '13590801459490'.";"01t4T000000ypZEQAY";"";"";"1";"75.27";"13590801459490"
"No record found in object 'Orders' for lookup by column 'Items' = '37677470576762'.";"01t4T000000ypZHQAY";"";"";"1";"15.15";"37677470576762"
"No record found in object 'Orders' for lookup by column 'Items' = '05638064780818'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"05638064780818"
"No record found in object 'Orders' for lookup by column 'Items' = '02593410291666'.";"01t4T000000ypZ3QAI";"";"";"1";"8.99";"02593410291666"
"No record found in object 'Orders' for lookup by column 'Items' = '12111963169546'.";"01t4T000000ypabQAA";"";"";"1";"14.99";"12111963169546"
"No record found in object 'Orders' for lookup by column 'Items' = NULL.";"01t4T000000ypZEQAY";"";"";"1";"0";""
"No record found in object 'Orders' for lookup by column 'Items' = '49005615542778'.";"01t4T000000ypZdQAI";"";"";"1";"15.15";"49005615542778"
"No record found in object 'Orders' for lookup by column 'Items' = '36206022622490'.";"01t4T000000ypZ9QAI";"";"";"1";"8.5";"36206022622490"
"No record found in object 'Orders' for lookup by column 'Items' = '09297366098842'.";"01t4T000000ypZ3QAI";"";"";"1";"8.99";"09297366098842"
"No record found in object 'Orders' for lookup by column 'Items' = '17736290601754'.";"01t4T000000ypaNQAQ";"";"";"1";"14.99";"17736290601754"
"No record found in object 'Orders' for lookup by column 'Items' = '28828907766706'.";"01t4T000000ypZ4QAI";"";"";"1";"10.14";"28828907766706"
"No record found in object 'Orders' for lookup by column 'Items' = '26275573402074'.";"01t4T000000ypZPQAY";"";"";"1";"15.15";"26275573402074"
"No record found in object 'Orders' for lookup by column 'Items' = '44015274293266'.";"01t4T000000ypZRQAY";"";"";"1";"15.15";"44015274293266"
"No record found in object 'Orders' for lookup by column 'Items' = '46424956904250'.";"01t4T000000ypZ7QAI";"";"";"1";"8.99";"46424956904250"
"No record found in object 'Orders' for lookup by column 'Items' = '17303708265226'.";"01t4T000000ypZ9QAI";"";"";"1";"8.5";"17303708265226"
"No record found in object 'Orders' for lookup by column 'Items' = '62987944859674'.";"01t4T000000ypZeQAI";"";"";"1";"15.15";"62987944859674"
"No record found in object 'Orders' for lookup by column 'Items' = '14720040391826'.";"01t4T000000ypZbQAI";"";"";"1";"15.15";"14720040391826"
"No record found in object 'Orders' for lookup by column 'Items' = '17294399430562'.";"01t4T000000ypZcQAI";"";"";"1";"15.15";"17294399430562"
"No record found in object 'Orders' for lookup by column 'Items' = '50045097154298'.";"01t4T000000ypZHQAY";"";"";"1";"15.15";"50045097154298"
"No record found in object 'Orders' for lookup by column 'Items' = '49334090373642'.";"01t4T000000ypZdQAI";"";"";"1";"15.15";"49334090373642"
"No record found in object 'Orders' for lookup by column 'Items' = '11174734451010'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"11174734451010"
"No record found in object 'Orders' for lookup by column 'Items' = '49182735184546'.";"01t4T000000ypYTQAY";"";"";"2";"9.99";"49182735184546"
"No record found in object 'Orders' for lookup by column 'Items' = '54998603285690'.";"01t4T000000ypaSQAQ";"";"";"1";"7.99";"54998603285690"
"No record found in object 'Orders' for lookup by column 'Items' = '60513513552362'.";"01t4T000000ypZ8QAI";"";"";"1";"8.5";"60513513552362"
"No record found in object 'Orders' for lookup by column 'Items' = '22343096431730'.";"01t4T000000ypZ0QAI";"";"";"1";"8.5";"22343096431730"
"No record found in object 'Orders' for lookup by column 'Items' = '11629768270378'.";"01t4T000000ypZ1QAI";"";"";"1";"8.5";"11629768270378"
"No record found in object 'Orders' for lookup by column 'Items' = '46634308853666'.";"01t4T000000ypZHQAY";"";"";"1";"15.15";"46634308853666"
"No record found in object 'Orders' for lookup by column 'Items' = '69045957695330'.";"01t4T000000ypZCQAY";"";"";"1";"8.5";"69045957695330"
"No record found in object 'Orders' for lookup by column 'Items' = '00729584578682'.";"01t4T000000ypZ3QAI";"";"";"1";"8.99";"00729584578682"
"No record found in object 'Orders' for lookup by column 'Items' = '67673914267338'.";"01t4T000000ypZdQAI";"";"";"1";"15.15";"67673914267338"
"No record found in object 'Orders' for lookup by column 'Items' = '57905148173506'.";"01t4T000000ypYTQAY";"";"";"1";"9.99";"57905148173506"
"No record found in object 'Orders' for lookup by column 'Items' = '17967741319434'.";"01t4T000000ypbEQAQ";"";"";"1";"14.99";"17967741319434"
"No record found in object 'Orders' for lookup by column 'Items' = '25363068265562'.";"01t4T000000ypZVQAY";"";"";"1";"15.15";"25363068265562"
"No record found in object 'Orders' for lookup by column 'Items' = '25834459484114'.";"01t4T000000ypZYQAY";"";"";"1";"15.15";"25834459484114"
"No record found in object 'Orders' for lookup by column 'Items' = '60995821861434'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"60995821861434"
"No record found in object 'Orders' for lookup by column 'Items' = '49454198331986'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"49454198331986"
"No record found in object 'Orders' for lookup by column 'Items' = '50655555939978'.";"01t4T000000ypZ0QAI";"";"";"1";"8.5";"50655555939978"
"No record found in object 'Orders' for lookup by column 'Items' = '55413428462066'.";"01t4T000000ypZ2QAI";"";"";"1";"8.5";"55413428462066"
"No record found in object 'Orders' for lookup by column 'Items' = '20404242357338'.";"01t4T000000ypYyQAI";"";"";"1";"8.5";"20404242357338"
"No record found in object 'Orders' for lookup by column 'Items' = '20158829679610'.";"01t4T000000ypZ3QAI";"";"";"1";"8.99";"20158829679610"
"No record found in object 'Orders' for lookup by column 'Items' = '60778845123474'.";"01t4T000000ypaiQAA";"";"";"1";"12.99";"60778845123474"
"No record found in object 'Orders' for lookup by column 'Items' = '08012572995130'.";"01t4T000000ypZ2QAI";"";"";"1";"8.5";"08012572995130"
"No record found in object 'Orders' for lookup by column 'Items' = '30743545776514'.";"01t4T000000ypavQAA";"";"";"1";"14.99";"30743545776514"
"No record found in object 'Orders' for lookup by column 'Items' = '00361565329274'.";"01t4T000000ypbFQAQ";"";"";"2";"3";"00361565329274"
"No record found in object 'Orders' for lookup by column 'Items' = '01383171767410'.";"01t4T000000ypZRQAY";"";"";"1";"15.15";"01383171767410"
"No record found in object 'Orders' for lookup by column 'Items' = '05457020685210'.";"01t4T000000ypalQAA";"";"";"1";"14.99";"05457020685210"
"No record found in object 'Orders' for lookup by column 'Items' = '17225400172706'.";"01t4T000000ypZOQAY";"";"";"1";"15.99";"17225400172706"
"No record found in object 'Orders' for lookup by column 'Items' = '63884892857546'.";"01t4T000000ypajQAA";"";"";"1";"8.41";"63884892857546"
"No record found in object 'Orders' for lookup by column 'Items' = '29057401364570'.";"01t4T000000ypYxQAI";"";"";"1";"8.5";"29057401364570"
"No record found in object 'Orders' for lookup by column 'Items' = '47487349337602'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"47487349337602"
"No record found in object 'Orders' for lookup by column 'Items' = '54888929339890'.";"01t4T000000ypZNQAY";"";"";"1";"15.15";"54888929339890"
"No record found in object 'Orders' for lookup by column 'Items' = '31107454476066'.";"01t4T000000ypZ7QAI";"";"";"1";"8.99";"31107454476066"
"No record found in object 'Orders' for lookup by column 'Items' = '59777444585562'.";"01t4T000000ypZJQAY";"";"";"1";"15.15";"59777444585562"
"No record found in object 'Orders' for lookup by column 'Items' = '35299817585762'.";"01t4T000000ypZ3QAI";"";"";"1";"8.99";"35299817585762"
"No record found in object 'Orders' for lookup by column 'Items' = '57075878102618'.";"01t4T000000ypazQAA";"";"";"2";"14.99";"57075878102618"
"No record found in object 'Orders' for lookup by column 'Items' = '68936374677634'.";"01t4T000000ypaJQAQ";"";"";"1";"14.99";"68936374677634"
"No record found in object 'Orders' for lookup by column 'Items' = '50'.";"";"";"";"1";"70.27";"50"
"No record found in object 'Orders' for lookup by column 'Items' = '32201007549714'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"32201007549714"
"No record found in object 'Orders' for lookup by column 'Items' = '66132289983114'.";"01t4T000000ypZKQAY";"";"";"1";"15.15";"66132289983114"
"No record found in object 'Orders' for lookup by column 'Items' = '67698011901818'.";"01t4T000000ypZcQAI";"";"";"1";"15.15";"67698011901818"
"No record found in object 'Orders' for lookup by column 'Items' = '56826399083450'.";"01t4T000000ypZHQAY";"";"";"1";"15.15";"56826399083450"
"No record found in object 'Orders' for lookup by column 'Items' = '18638938211842'.";"01t4T000000ypZbQAI";"";"";"1";"15.15";"18638938211842"
"No record found in object 'Orders' for lookup by column 'Items' = '07133771683242'.";"01t4T000000ypZAQAY";"";"";"1";"8.5";"07133771683242"
"No record found in object 'Orders' for lookup by column 'Items' = '05833802639674'.";"01t4T000000ypYuQAI";"";"";"1";"5.99";"05833802639674"
"No record found in object 'Orders' for lookup by column 'Items' = '01626872397474'.";"01t4T000000ypYpQAI";"";"";"1";"14.99";"01626872397474"
"No record found in object 'Orders' for lookup by column 'Items' = '52'.";"";"";"";"1";"70.27";"52"
"No record found in object 'Orders' for lookup by column 'Items' = '52'.";"";"";"";"1";"70.27";"52"
"No record found in object 'Orders' for lookup by column 'Items' = '42497931428266'.";"01t4T000000ypb1QAA";"";"";"1";"14.99";"42497931428266"
"No record found in object 'Orders' for lookup by column 'Items' = '02450273956074'.";"01t4T000000ypapQAA";"";"";"1";"12.99";"02450273956074"
"No record found in object 'Orders' for lookup by column 'Items' = '06027167818834'.";"01t4T000000ypZJQAY";"";"";"1";"15.15";"06027167818834"
"No record found in object 'Orders' for lookup by column 'Items' = '05566311493346'.";"01t4T000000ypZ9QAI";"";"";"1";"8.5";"05566311493346"
"No record found in object 'Orders' for lookup by column 'Items' = '39437512445026'.";"01t4T000000ypbHQAQ";"";"";"1";"12.99";"39437512445026"
"No record found in object 'Orders' for lookup by column 'Items' = '41089118269674'.";"01t4T000000ypZYQAY";"";"";"1";"15.15";"41089118269674"
"No record found in object 'Orders' for lookup by column 'Items' = '00137349241434'.";"01t4T000000ypZLQAY";"";"";"1";"12.15";"00137349241434"
"No record found in object 'Orders' for lookup by column 'Items' = '44643070849882'.";"01t4T000000ypZaQAI";"";"";"1";"15.15";"44643070849882"
"No record found in object 'Orders' for lookup by column 'Items' = '09283505451250'.";"01t4T000000ypZRQAY";"";"";"1";"15.15";"09283505451250"
"No record found in object 'Orders' for lookup by column 'Items' = '41490697270794'.";"01t4T000000ypZdQAI";"";"";"1";"15.15";"41490697270794"
"No record found in object 'Orders' for lookup by column 'Items' = '36194858259274'.";"01t4T000000ypZcQAI";"";"";"1";"15.15";"36194858259274"
"No record found in object 'Orders' for lookup by column 'Items' = '15726233335978'.";"01t4T000000ypZaQAI";"";"";"1";"15.15";"15726233335978"
"No record found in object 'Orders' for lookup by column 'Items' = '11603135099250'.";"01t4T000000ypZCQAY";"";"";"1";"8.5";"11603135099250"
"No record found in object 'Orders' for lookup by column 'Items' = '23336556345562'.";"01t4T000000ypZHQAY";"";"";"1";"15.15";"23336556345562"
"No record found in object 'Orders' for lookup by column 'Items' = '05887763572522'.";"01t4T000000ypbBQAQ";"";"";"1";"14.99";"05887763572522"
"No record found in object 'Orders' for lookup by column 'Items' = '12282765230386'.";"01t4T000000ypZ3QAI";"";"";"1";"8.99";"12282765230386"
"No record found in object 'Orders' for lookup by column 'Items' = '65'.";"";"";"";"2";"9.95";"65"
"No record found in object 'Orders' for lookup by column 'Items' = '66'.";"";"";"";"1";"70.27";"66"
"No record found in object 'Orders' for lookup by column 'Items' = '67'.";"";"";"";"1";"12.95";"67"
"No record found in object 'Orders' for lookup by column 'Items' = '68'.";"";"";"";"2";"9.95";"68"
"No record found in object 'Orders' for lookup by column 'Items' = '69'.";"";"";"";"1";"8.95";"69"
"No record found in object 'Orders' for lookup by column 'Items' = '70'.";"";"";"";"2";"10.95";"70"
"No record found in object 'Orders' for lookup by column 'Items' = '71'.";"";"";"";"1";"14.95";"71"
"No record found in object 'Orders' for lookup by column 'Items' = '65'.";"";"";"";"2";"9.95";"65"
"No record found in object 'Orders' for lookup by column 'Items' = '66'.";"";"";"";"1";"70.27";"66"
"No record found in object 'Orders' for lookup by column 'Items' = '67'.";"";"";"";"1";"12.95";"67"
"No record found in object 'Orders' for lookup by column 'Items' = '68'.";"";"";"";"2";"9.95";"68"
"No record found in object 'Orders' for lookup by column 'Items' = '69'.";"";"";"";"1";"8.95";"69"
"No record found in object 'Orders' for lookup by column 'Items' = '70'.";"";"";"";"2";"10.95";"70"
"No record found in object 'Orders' for lookup by column 'Items' = '71'.";"";"";"";"1";"14.95";"71"
"No record found in object 'Orders' for lookup by column 'Items' = '73'.";"";"";"";"1";"9.95";"73"
"No record found in object 'Orders' for lookup by column 'Items' = '73'.";"";"";"";"1";"9.95";"73"
"No record found in object 'Orders' for lookup by column 'Items' = '49812837451674'.";"01t4T000000ypZ9QAI";"";"";"1";"8.5";"49812837451674"
"No record found in object 'Orders' for lookup by column 'Items' = '19166433643610'.";"01t4T000000ypahQAA";"";"";"1";"12.99";"19166433643610"
"No record found in object 'Orders' for lookup by column 'Items' = '18403851498034'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"18403851498034"
"No record found in object 'Orders' for lookup by column 'Items' = '85'.";"";"";"";"1";"9.95";"85"
"No record found in object 'Orders' for lookup by column 'Items' = '85'.";"";"";"";"1";"9.95";"85"
"No record found in object 'Orders' for lookup by column 'Items' = '60451854569906'.";"01t4T000000ypZJQAY";"";"";"1";"15.15";"60451854569906"
"No record found in object 'Orders' for lookup by column 'Items' = '57220394936186'.";"01t4T000000ypZIQAY";"";"";"1";"15.99";"57220394936186"
"No record found in object 'Orders' for lookup by column 'Items' = '95'.";"";"";"";"1";"10.95";"95"
"No record found in object 'Orders' for lookup by column 'Items' = '95'.";"";"";"";"1";"10.95";"95"
"No record found in object 'Orders' for lookup by column 'Items' = '89'.";"";"";"";"1";"10.95";"89"
"No record found in object 'Orders' for lookup by column 'Items' = '89'.";"";"";"";"1";"10.95";"89"
"No record found in object 'Orders' for lookup by column 'Items' = '48210143775210'.";"01t4T000000ypYzQAI";"";"";"1";"8.5";"48210143775210"
"No record found in object 'Orders' for lookup by column 'Items' = '97'.";"";"";"";"1";"9.95";"97"
"No record found in object 'Orders' for lookup by column 'Items' = '97'.";"";"";"";"1";"9.95";"97"
"No record found in object 'Orders' for lookup by column 'Items' = '17234751438554'.";"01t4T000000ypZRQAY";"";"";"1";"15.15";"17234751438554"
"No record found in object 'Orders' for lookup by column 'Items' = '14385238719370'.";"01t4T000000ypZaQAI";"";"";"1";"15.15";"14385238719370"
"No record found in object 'Orders' for lookup by column 'Items' = '49415898626338'.";"01t4T000000ypZLQAY";"";"";"2";"12.15";"49415898626338"
"No record found in object 'Orders' for lookup by column 'Items' = '50294694213138'.";"01t4T000000ypZeQAI";"";"";"1";"15.15";"50294694213138"
